Project Title,Activity Created By,Activity Created On,Activity Updated By,Activity Updated On,AMP ID,SIAFI Code,Objective,Organizations and Project ID,Project Description,Executing Sector,Status,Actual Approval Date,Current Completion Date,Final Date for Contracting,Original Completion Date,Proposed Completion Date,Proposed Start Date,Mancomunidad,Implementation Level,Region,Zone,Donor Agency,Donor Commitment Date,Donor Group,Donor Type,Financing Instrument,Funding Organization Id,Type Of Assistance,Primary Sector,Primary Sector Sub-Sector,Primary Sector Sub-Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Tertiary Sector,Responsible Organization,Executing Agency,Beneficiary Agency,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,Primary Program,Primary Program Level 1,Primary Program Level 2,Primary Program Level 3,Secondary Program,Secondary Program Level 1,Secondary Program Level 2,Secondary Program Level 3,Secondary Program Level 4,2006 Actual Commitments,2006 Actual Disbursements,2006 Actual Expenditures,2006 Planned Commitments,2006 Planned Disbursements,2006 Planned Expenditures, 2007 Actual Commitments,2007 Actual Disbursements,2007 Actual Expenditures, 2007 Planned Commitments,2007 Planned Disbursements,2007 Planned Expenditures,2008 Actual Commitments,2008 Actual Disbursements,2008 Actual Expenditures,2008 Planned Commitments,2008 Planned Disbursements,2008 Planned Expenditures,2009 Actual Commitments,2009 Actual Disbursements,2009 Actual Expenditures,2009 Planned Commitments,2009 Planned Disbursements,2009 Planned Expenditures,2010 Actual Commitments,2010 Actual Disbursements,2010 Actual Expenditures,2010 Planned Commitments,2010 Planned Disbursements,2010 Planned Expenditures,2011 Actual Commitments,2011 Actual Disbursements,2011 Actual Expenditures,2011 Planned Commitments,2011 Planned Disbursements,2011 Planned Expenditures,2012 Actual Commitments,2012 Actual Disbursements,2012 Actual Expenditures,2012 Planned Commitments,2012 Planned Disbursements,2012 Planned Expenditures,2013 Actual Commitments,2013 Actual Disbursements,2013 Actual Expenditures,2013 Planned Commitments,2013 Planned Disbursements,2013 Planned Expenditures,2014 Actual Commitments,2014 Actual Disbursements,2014 Actual Expenditures,2014 Planned Commitments,2014 Planned Disbursements,2014 Planned Expenditures,Total Costs Actual Commitments,Total Costs Actual Disbursements,Total Costs Actual Expenditures,Total Costs Planned Commitments,Total Costs Planned Disbursements,Total Costs Planned Expenditures
  Equipamiento Vehicular para la Secretaría de Seguridad y Policía Nacional,Clara Sierra [SRECI] (clara.sierra@sre.gob.hn),19/07/2012, ,23/05/2014,87171313277,,,, ,Sector Público,Finalizado,14/11/2011,14/11/2011,,,,14/11/2011, ,Country/National, , ,Gobierno de Taiwan,14/11/2011,China,Bilateral,Apoyo presupuestario, ,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL, , ,4 - FORTALECIMIENTO INSTITUCIONAL,43 - Defensa y Seguridad,PREVENCIÓN DE VIOLENCIA,Gobierno de Taiwan,Secretaría de Seguridad,Secretaría de Seguridad,Visión de País,"Objetivo 2 - Una Honduras que se desarrolla en democracia, con seguridad y sin violencia", , ,Plan de Nación,Seguridad como Requisito del Desarrollo, , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 1: Institucionalidad,1.4 Seguridad Ciudadana,"1.4.2 Tasa de Homicidios por 100,000 habitantes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188680,1188680,1188680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188680,1188680,1188680,0,0,0
  Done un Aula [2008],ATL ATL (atl@amp.org),20/03/2012, ,23/05/2014,TAIW030,,,S/N (Gobierno de Taiwan),,Sector Privado,Finalizado,19/06/2008,13/11/2009,,13/11/2009,,01/07/2008, ,Country/National, , ,Gobierno de Taiwan,19/06/2008,China,Bilateral,Apoyo presupuestario, ,Donación / No reembolsable,110 - EDUCACIÓN,112 - Educación básica,11220 - Educación primaria,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura,NIÑEZ,Gobierno de Taiwan," - Canal 10 - Televisión Educativa Nacional
 - Diario La Tribuna", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.3: Elevar la escolaridad promedio a 9 años, ,Plan de Nación,Educación y Cultura como medios de emancipación social, , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.1 Educación,4.1.1 Tasa neta de cobertura en educación básica en sus dos primeros ciclos (1ero a 6to grado),0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,500000,0,0,0
  Done un Aula [2009],Clara Sierra [SRECI] (clara.sierra@sre.gob.hn),31/07/2012, ,23/05/2014,87171313986,,,S/N (Gobierno de Taiwan),,Sector Privado,Finalizado,,04/12/2010,,04/12/2010,,11/02/2010, ,Country/National, , ,Gobierno de Taiwan,01/01/2010,China,Bilateral,Apoyo presupuestario, ,Donación / No reembolsable,110 - EDUCACIÓN, , ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura,NIÑEZ,Gobierno de Taiwan," - Canal 10 - Televisión Educativa Nacional
 - Diario La Tribuna", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social", , ,Plan de Nación,Educación y Cultura como medios de emancipación social, , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.1 Educación,4.1.1 Tasa neta de cobertura en educación básica en sus dos primeros ciclos (1ero a 6to grado),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,150000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,150000,150000,0,0,0
  Programa de Merienda Escolar [2010],ATL ATL (atl@amp.org),20/03/2012, ,23/05/2014,TAIW011,,,S/N (Gobierno de Taiwan), ,Sector Público,Finalizado,10/08/2010,31/12/2011,,,,10/08/2010, ,Country/National, , ,Gobierno de Taiwan,10/08/2010,China,Bilateral,Apoyo presupuestario, ,Donación / No reembolsable,120 - SALUD,122 - Salud básica,12240 - Nutrición básica,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura,NIÑEZ,Gobierno de Taiwan," - Despacho de la Primera Dama
 - Secretaría de Desarrollo e Inclusión Social", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social", , ,Plan de Nación,Educación y Cultura como medios de emancipación social, , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.3 Salud,4.3.3 Tasa de desnutrición crónica.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0
  Acceso a Programas de Prevención en Poblaciones de Más Alto Riesgo [2012], ,22/10/2012, ,23/05/2014,87171355478,, ,S/N (Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA),,Sector Privado,Finalizado,01/07/2012,31/10/2012,,,,01/07/2012, ,Sub-national," - R01 - Valle de Sula
 - R04 - Valle de Lean
 - R12 - Región Centro"," - Distrito Central
 - La Ceiba
 - San Pedro Sula",Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,01/07/2012,Naciones Unidas,Multilateral,Apoyo presupuestario,S/N,Donación / No reembolsable,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES,16064 - Mitigación social de HIV/SIDA, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,11 - Salud, ,Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,Foro Nacional de SIDA, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida,Tasa de Prevalencia del VIH en población de 15-49 años, ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.5 Enfermedades Infecciosas Transmisibles,"4.5.4 Porcentaje de la población con VIH/SIDA, con antirretrovirales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,0,0
  Conectando Productos y Servicios Turísticos Locales con el Hotel Marina Copán en Copán Ruinas,Ana García [SRECI] (ana.garcia@sre.gob.hn),29/06/2012, ,23/05/2014,87171201957,, ,[Fondos Organización Mundial de Turismo] (Servicio Holandés de Cooperación al Desarrollo), ,Sector Privado,Finalizado,01/04/2010,31/03/2011,,,,01/04/2010, ,Sub-national,R03 - Occidente,Copán Ruinas,Servicio Holandés de Cooperación al Desarrollo,01/04/2010,Holanda (Países Bajos),Bilateral,Apoyo presupuestario,[Fondos Organización Mundial de Turismo],Donación / No reembolsable,332 - TURISMO,33210 - Política turística y gestión administrativa, ,3 - AGROFORESTAL Y TURISMO,33 - Actividad Turistica, ,Servicio Holandés de Cooperación al Desarrollo,Servicio Holandés de Cooperación al Desarrollo, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,"Desarrollo Regional, Recursos Naturales y ambiente", , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 5: Eficiencia de los Mercados,5.3 Imagen País,5.3.3 Índice imagen país ( East West Índex),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44668.8,44668.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44668.8,44668.8,0,0,0,0
  Socialización del estudio sobre el potencial de desarrollo de iniciativas de biogas a nivel productivo en el país,Ana García [SRECI] (ana.garcia@sre.gob.hn),29/06/2012, ,23/05/2014,87171202024,, ,S/N (Servicio Holandés de Cooperación al Desarrollo), ,Autoadministrado por Socio al Desarrollo,Finalizado,16/12/2011,29/02/2012,,,,16/12/2011, ,Country/National, , ,Programa de las Naciones Unidas para el Desarrollo,16/12/2011,Naciones Unidas,Multilateral,Apoyo presupuestario,S/N,Donación / No reembolsable,230 - GENERACIÓN Y SUMINISTRO DE ENERGÍA,23020 - Producción energética - fuentes no renovables, ,2 - COMUNICACIONES Y ENERGÍA,23 - Energía, ,Servicio Holandés de Cooperación al Desarrollo,Servicio Holandés de Cooperación al Desarrollo, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica,% de Energía Eléctrica Renovable participando en matriz de generación, ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 2: Infraestructura,2.1 Servicio Eléctrico,2.1.1 Porcentaje de energía eléctrica renovable participando en matriz de generación.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19550,19550,19550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19550,19550,19550,0,0,0
  Convenio de Cooperación con la Fundación AMBOS, ,12/07/2012, ,23/05/2014,87171352867,,,522-0431.01 (Agencia de los Estados Unidos para el Desarrollo Internacional),,Sector Privado,Finalizado,15/09/2004,30/09/2007,,,30/09/2007,15/09/2004, ,Sub-national,R12 - Región Centro,Sabanagrande,Agencia de los Estados Unidos para el Desarrollo Internacional,15/09/2004,Estados Unidos,Bilateral,Apoyo presupuestario,522-0431.01,Fondo de Garantia,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES,16050 - Ayuda multisectorial para servicios sociales básicos, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social," - AGENDA DE EFECTIVIDAD DE LA AYUDA
 - NIÑEZ
 - SEGURIDAD ALIMENTARIA",Agencia de los Estados Unidos para el Desarrollo Internacional,Fundación AMBOS, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.1: Erradicar la pobreza extrema, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades", , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.3 Salud,4.3.3 Tasa de desnutrición crónica.,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,200000,0,0,0,0
  Banco Atlántida Green Line,ATL ATL (atl@amp.org),20/03/2012, ,23/05/2014,BAID139,, ,2553A/OC-HO (Banco Interamericano de Desarrollo),,Sector Privado,Finalizado,25/07/2011,28/12/2011,,,,25/07/2011, ,Country/National, , ,Banco Interamericano de Desarrollo,25/07/2011,Organismo Internacional,Multilateral,Apoyo presupuestario, ,Crédito,240 - SERVICIOS BANCARIOS Y FINANCIEROS,24030 - Intermediarios financieros del sector formal, ,2 - COMUNICACIONES Y ENERGÍA,23 - Energía, ,Banco Interamericano de Desarrollo,Banco Atlántida, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.3: Elevar al 80% la tasa de participación de energía renovable en la matriz de generación eléctrica del país, ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica,% de Energía Eléctrica Renovable participando en matriz de generación, ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 2: Infraestructura,2.1 Servicio Eléctrico,2.1.1 Porcentaje de energía eléctrica renovable participando en matriz de generación.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000,28000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000,28000000,0,0,0,0
  Fortalecimiento Obras Físicas de Resguardo de Casa Presidencial,ATL ATL (atl@amp.org),20/03/2012, ,23/05/2014,TAIW004,,,S/N (Gobierno de Taiwan),,Sector Público,Finalizado,05/10/2010,24/02/2012,,24/02/2012,,18/11/2010, ,Sub-national,R12 - Región Centro,Distrito Central,Gobierno de Taiwan,05/10/2010,China,Bilateral,Apoyo presupuestario, ,Donación / No reembolsable,500 - AYUDA EN FORMA DE SUMINISTRO DE BIENES Y AYUDA GENERAL PARA PROGRAMAS,510 - Apoyo presupuestario general,51010 - Ayuda relacionada con el apoyo presupuestario general,4 - FORTALECIMIENTO INSTITUCIONAL,41 - Modernización del Estado,COMPETITIVIDAD E INNOVACIÓN,Gobierno de Taiwan,Secretaría de Despacho Presidencial, ,Visión de País,"Objetivo 2 - Una Honduras que se desarrolla en democracia, con seguridad y sin violencia",Meta 2.3: Reducir el Índice de Conflictividad Social a menos de 6, ,Plan de Nación,Seguridad como Requisito del Desarrollo,Tasa de Homicidios asociados a Robo ( x 100mil hab), , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,498677.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,498677.25,0,0,0
  Primera Reducción Programática de las Vulnerabilidades para el Desarrollo de la Política,ATL ATL (atl@amp.org),20/03/2012, ,23/05/2014,BAMU038,, ,IDA 50210 (Banco Mundial),,Sector Público,Finalizado,06/12/2011,31/12/2011,,,,06/12/2011, ,Country/National, , ,Banco Mundial,01/10/2011,Organismo Internacional,Multilateral,Apoyo presupuestario,IDA 50210,Crédito,240 - SERVICIOS BANCARIOS Y FINANCIEROS,24010 - Política financiera y gestión administrativa, ,4 - FORTALECIMIENTO INSTITUCIONAL,41 - Modernización del Estado, ,Banco Mundial,Secretaría de Finanzas, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84746004,84746004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84746004,84746004,0,0,0,0
  Done un Aula [2011],Clara Sierra [SRECI] (clara.sierra@sre.gob.hn),31/07/2012, ,23/05/2014,87171313990,,,S/N (Gobierno de Taiwan),,Sector Privado,Finalizado,10/10/2011,,,,,04/02/2011, ,Country/National, , ,Gobierno de Taiwan,10/10/2011,China,Bilateral,Apoyo presupuestario, ,Donación / No reembolsable,110 - EDUCACIÓN, , ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura,NIÑEZ,Gobierno de Taiwan," - Canal 10 - Televisión Educativa Nacional
 - Diario La Tribuna", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social", , ,Plan de Nación,Educación y Cultura como medios de emancipación social, , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.1 Educación,4.1.1 Tasa neta de cobertura en educación básica en sus dos primeros ciclos (1ero a 6to grado),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0
  PASAH - Programa de Apoyo a la Seguridad Alimentaria en Honduras,ATL ATL (atl@amp.org),20/03/2012, ,23/05/2014,UNEU012,BIP00900001100,,FOOD/2004/017-003 (Unión Europea),,Sector Público,Finalizado,31/12/2004,31/12/2013,,,31/12/2013,30/11/2005, ,Sub-national," - R02 - Valle de Comayagua
 - R03 - Occidente
 - R07 - Norte de olancho
 - R08 - Valles de Olancho
 - R12 - Región Centro
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa
 - R16 - Región de Santa Bárbara"," - Aguanqueterique
 - Alianza
 - Alubaren
 - Amapala
 - Aramecina
 - Belén
 - Belén Gualcho
 - Cabañas
 - Camasca
 - Candelaria
 - Cane
 - Caridad
 - Cedros
 - Chinacla
 - Cololaca
 - Colomoncagua
 - Concepción [Ocotepeque]
 - Curarén
 - Distrito Central
 - Dolores
 - Dolores Merendón
 - El Porvenir
 - Erandique
 - Fraternidad
 - Goascorán
 - Gracias
 - Guaimaca
 - Guajiquiro
 - Gualcince
 - Guarita
 - Intibucá
 - Jesús de Otoro
 - La Campa
 - La Encarnación
 - La Esperanza
 - La Iguala
 - La Labor
 - La Libertad
 - La Paz
 - La Unión
 - La Venta
 - La Virtud
 - Langue
 - Las Flores
 - Lauterique
 - Lepaera
 - Lepaterique
 - Lucerna
 - Magdalena
 - Mapulaca
 - Maraita
 - Marale
 - Marcala
 - Masaguara
 - Mercedes
 - Mercedes de Oriente
 - Nacaome
 - Nueva Armenia
 - Ocotepeque
 - Ojojona
 - Opatoro
 - Orica
 - Piraera
 - Reitoca
 - Sabanagrande
 - San Andrés
 - San Antonio
 - San Antonio de Oriente
 - San Antonio del Norte
 - San Buenaventura
 - San Fernando
 - San Francisco
 - San Francisco de Coray
 - San Francisco de Opalaca
 - San Francisco del Valle
 - San Ignacio
 - San Isidro
 - San Jorge
 - San José
 - San Juan
 - San Juan Guarita
 - San Juan de Flores (Cantarranas)
 - San Lorenzo
 - San Manuel Colohete
 - San Marcos
 - San Marcos de Caiquin
 - San Marcos de la Sierra
 - San Miguelito
 - San Pedro de Tutule
 - San Rafael
 - San Sebastián
 - Santa Ana
 - Santa Cruz
 - Santa Elena
 - Santa Fé
 - Santa Lucía
 - Santa María
 - Santiago de Puringla
 - Sensenti
 - Sinuapa
 - Talanga
 - Talgua
 - Tambla
 - Tatumbla
 - Tomalá
 - Valladolid
 - Valle de Angeles
 - Vallecillo
 - Villa de San Francisco
 - Virginia
 - Yamaranguila
 - Yarula",Unión Europea,30/11/2005,Organismo Internacional,Multilateral,Apoyo presupuestario,FOOD/2004/017-003,Donación / No reembolsable,500 - AYUDA EN FORMA DE SUMINISTRO DE BIENES Y AYUDA GENERAL PARA PROGRAMAS,520 - Ayuda alimentaria para el desarrollo / Ayuda a la seguridad alimentaria,52010 - Ayuda alimentaria / Programas de seguridad alimentaria,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social," - NIÑEZ
 - SEGURIDAD ALIMENTARIA",Unión Europea,Secretaría de Despacho Presidencial,Secretaría de Despacho Presidencial,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.1: Erradicar la pobreza extrema, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades",% de Hogares en Situación de Pobreza Extrema, ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.3 Salud,4.3.3 Tasa de desnutrición crónica.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372061.877,0,0,0,0,0,1403527.902,0,0,3655135.803,0,0,4766822.256,0,0,3517975.408,0,0,0,0,0,0,0,0,0,0,0,0,0,19276577.58,18510216.24,0,0,7173111.212,0
  Phasing Out: Programa de Apoyo a la Seguridad Alimentaria en Honduras (PASAH),ATL ATL (atl@amp.org),20/03/2012, ,23/05/2014,UNEU013,,,DCI-FOOD/2009/021-376 (Unión Europea),,Sector Público,Finalizado,31/12/2010,09/12/2013,,,09/12/2013,31/12/2010, ,Country/National, , ,Unión Europea,01/07/2011,Organismo Internacional,Multilateral,Apoyo presupuestario,DCI-FOOD/2009/021-376,Donación / No reembolsable,500 - AYUDA EN FORMA DE SUMINISTRO DE BIENES Y AYUDA GENERAL PARA PROGRAMAS,520 - Ayuda alimentaria para el desarrollo / Ayuda a la seguridad alimentaria,52010 - Ayuda alimentaria / Programas de seguridad alimentaria,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social," - NIÑEZ
 - SEGURIDAD ALIMENTARIA",Unión Europea,Secretaría de Despacho Presidencial,Secretaría de Despacho Presidencial,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.1: Erradicar la pobreza extrema, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades",% de Hogares en Situación de Pobreza Extrema, ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 4: Capital Humano,4.3 Salud,4.3.3 Tasa de desnutrición crónica.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753796.797,0,0,0,0,0,0,2639009.734,0,0,2505955.085,0,0,84507.4,0,0,0,0,0,0,0,0,0,0,2753796.797,2723517.135,0,0,2505955.085,0
  PRRAC - Programa de Reconstrucción Regional para America Central Sub Programa Honduras,ATL ATL (atl@amp.org),20/03/2012, ,23/05/2014,UNEU017,, ,ALA/2000/004-157 (Unión Europea), ,Autoadministrado por Socio al Desarrollo,Finalizado,28/07/2000,31/12/2010,,,,28/07/2000, ,Sub-national," - R02 - Valle de Comayagua
 - R04 - Valle de Lean
 - R05 - Valle de Aguán
 - R06 - Cordillera Nombre de Dios
 - R07 - Norte de olancho
 - R08 - Valles de Olancho
 - R09 - Biosfera Río Plátano
 - R10 - La Mosquitia
 - R11 - El Paraíso
 - R12 - Región Centro
 - R13 - Golfo de Fonseca"," - Ahuas
 - Alauca
 - Alianza
 - Alubaren
 - Amapala
 - Aramecina
 - Balfate
 - Bonito Oriental
 - Brus Laguna
 - Campamento
 - Caridad
 - Catacamas
 - Cedros
 - Concordia
 - Curarén
 - Danlí
 - Distrito Central
 - Dulce Nombre de Culmí
 - El Paraíso
 - El Porvenir
 - El Rosario
 - Esquipulas del Norte
 - Goascorán
 - Guaimaca
 - Gualaco
 - Guarizama
 - Guata
 - Guayape
 - Güinope
 - Iriona
 - Jacaleapa
 - Jano
 - Juan Francisco Bulnes
 - Juticalpa
 - La Libertad
 - La Unión
 - La Venta
 - Langue
 - Lepaterique
 - Limón
 - Liure
 - Mangulile
 - Manto
 - Maraita
 - Marale
 - Morocelí
 - Nacaome
 - Nueva Armenia
 - Ojojona
 - Orica
 - Oropolí
 - Patuca
 - Potrerillos
 - Puerto Lempira
 - Reitoca
 - Sabanagrande
 - Sabá
 - Salamá
 - San Antonio de Flores [El Paraíso]
 - San Antonio de Oriente
 - San Buenaventura
 - San Esteban
 - San Francisco de Becerra
 - San Francisco de Coray
 - San Francisco de La Paz
 - San Ignacio
 - San Juan de Flores (Cantarranas)
 - San Lorenzo
 - San Lucas
 - San Matías
 - San Miguelito
 - Santa Ana
 - Santa Fé
 - Santa Lucía
 - Santa María del Real
 - Santa Rosa de Aguán
 - Silca
 - Soledad
 - Sonaguera
 - Talanga
 - Tatumbla
 - Teupasenti
 - Texiguat
 - Tocoa
 - Trojes
 - Trujillo
 - Vado Ancho
 - Valle de Angeles
 - Vallecillo
 - Villa de San Francisco
 - Villeda Morales
 - Wampusirpi
 - Yauyupe
 - Yocón
 - Yuscarán",Unión Europea,28/07/2000,Organismo Internacional,Multilateral,Apoyo presupuestario,ALA/2000/004-157,Donación / No reembolsable,700 - AYUDA HUMANITARIA,730 - Ayuda a la reconstrucción y rehabilitación,73010 - Ayuda a la reconstrucción y rehabilitación,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,16 - Infraestructura Social, ,Unión Europea,Unión Europea, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social"," - Meta 1.1: Erradicar la pobreza extrema
 - Meta 1.2: Reducir a menos de 15% el porcentaje de hogares en situación de pobreza", ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica," - % de avance del Programa de Rehabilitación y Reconstrucción Vial
 - Tasa Nacional de Articulación Productiva (% de territorio con acceso a red vial primaria)
 - Tasa Nacional de Articulación Social (% población con acceso a red vial primaria)", , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758507.951,0,0,0,0,0,280940.449,0,0,454212.441,0,0,179714.637,0,0,965061.891,0,0,25324.066,0,0,0,0,0,0,0,0,0,0,163850909.4,159301224,0,0,1419274.333,0
