Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Approval Date,Actual Completion Date,Actual Start Date,Proposed Approval Date,Proposed Completion Date,Proposed Start Date,Country,District,Region,Zone,Donor Agency,Cumulative Commitment,Cumulative Disbursement,Donor Group,Primary Sector,Primary Sector sub-sector,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned disbursements,Total Actual Commitments,Total Actual Disbursements,Total Planned Commitments,Total Planned disbursements
  ,HA-S1009 (Banque interaméricaine de développement),,CP:Fraternité- Development and implementation of financial products for housing - (BID/HA-S1009),Ongoing,14/12/2010,,,14/12/2010,,,Haiti, , , ,Banque interaméricaine de développement,600000,0,Banque interaméricaine de développement,250 - ENTREPRISES ET AUTRES SERVICES, ,600000, , , , , , , , , , , , , , , ,600000, , , 
  ,HA-S1008 (Banque interaméricaine de développement),,CP-Marigot Development and implementation of financial products for housing for - (BID/HA-S1008),Ongoing,14/12/2010,,,14/12/2010,,,Haiti, , , ,Banque interaméricaine de développement,300000,0,Banque interaméricaine de développement,250 - ENTREPRISES ET AUTRES SERVICES, ,300000, , , , , , , , , , , , , , , ,300000, , , 
  ,HA-G1004 (Banque interaméricaine de développement), ,"Emergency Shelter Provision for Earthquake-Affected Port-Au-Prince, Haiti - (BID/HA-G1004)",Ongoing,08/11/2010,,,08/11/2010,,,Haiti, , , ,Banque interaméricaine de développement,286860,0,Banque interaméricaine de développement,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, ,286860, , , , , , , , , , , , , , , ,286860, , , 
  ,HA-G1010 (Banque interaméricaine de développement), ,Veterimed : HAITI Emergency Spending Allocation Request(HESAR) - (BID/HA-G1010),Ongoing,12/03/2010,,09/04/2010,12/03/2010,,09/04/2010,Haiti, , , ,Banque interaméricaine de développement,109951,109951,Banque interaméricaine de développement,311 - AGRICULTURE, , ,109951, , , , , , , , , , , , , , ,109951,109951, , 
 , , ,Financement IDB / NY Pledge (New Funds) / Approuvé par la CIRH) / (Source : OSE/Norvège),Ongoing,,,,,,01/01/2011,Haiti, , , ,Ambassade de Norvège,1000000,1000000,Norvège,600 - ACTIONS SE RAPPORTANT À LA DETTE,60010 - Action se rapportant à la dette,1000000, , , , ,1000000, , , , , , , , , , ,1000000,1000000, , 
 , , ,Ligne de financement PNUD / NY Pledge (New Fund) // (Source: OSE/Afrique du Sud),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Afrique du Sud,340599,340599,Afrique du sud,998 - NON AFFECTE/ NON SPECIFIE, , ,340599, , , , , , , , , , , , , , ,340599,340599, , 
  , , ,Modernization of Civil Registry and Identification (PUICA) / NY pledge (Existing Funds) // (Source: OSE/OAS),Ongoing,,,,,30/06/2011,30/06/2007,Haiti, , , ,Organisation des états américains,10500000,9000000,Autres organisations internationales universelles ou régionales,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , , , , , , , , , , , , , ,10500000,9000000, , 
 , , ,Humanitarian Relief Assistance to Haiti (New Existing) /// (Source: OSE/Union OAS),Ongoing,,,,,,,Haiti, , , ,Organisation des états américains,295260,295260,Autres organisations internationales universelles ou régionales,700 - AIDE HUMANITAIRE,730 - Aide à la reconstruction et réhabilitation, , , , , , , , , , , , , , , , ,295260,295260, , 
  , , ,Cascos Blancos Initiative /// (Source: OSE/OAS),Ongoing,,,,,,,Haiti, , , ,Organisation des états américains,81974,81974,Autres organisations internationales universelles ou régionales,323 - POLITIQUE DE LA CONSTRUCTION,32310 - Politique de la construction et gestion administrative, , , , , , , , , , , , , , , , ,81974,81974, , 
 , , ,Ligne de financement IHCR / NY Pledge // (Source: OSE/Slovaquie),Ongoing,,,,,31/12/2013,01/03/2010,Haiti, , , ,Ambassade de Slovaquie,19480.519,19480.519,Slovaquie,998 - NON AFFECTE/ NON SPECIFIE, , ,19480.519, , , , , , , , , , , , , , ,19480.519,19480.519,19480.519, 
 , , ,Ligne de financement Fame Pereo Institute / NY Pledge // (Source: OSE/Slovaquie),Operationally closed,,,,,31/12/2013,02/10/2010,Haiti, , , ,Ambassade de Slovaquie,194805.194,194805.194,Slovaquie,998 - NON AFFECTE/ NON SPECIFIE, , ,162697.402, , , ,32107.792, , , , , , , , , , ,194805.194,194805.194,194805.194, 
 , , ,Contribution a PARQUE II,Operationally closed,,,,,31/12/0011,01/01/2011,Haiti, , , ,Ambassade de Pologne,476947.535,476947.535,Pologne,110 - EDUCATION, ,476947.535, , , , ,476947.535, , , , , , , , , , ,476947.535,476947.535, , 
 , , ,Ligne de financement UNAIDS / NY Pledge (New Fund) // (Source: OSE/Monaco),Ongoing,,,,,31/12/2011,30/06/2010,Haiti, , , ,Ambassade de Monaco,259740.259,259740.259,Monaco,120 - SANTE, ,259740.259,103896.103, , , ,155844.155, ,64935.064, , , , , , , , ,259740.259,259740.259, ,64935.064
  , , ,Soutien aux rapatriés Haïtiens,Ongoing,,,,,31/12/2011,01/04/2008,Haiti, ," - Nippes
 - Nord-Est"," - Baradères
 - Ouanaminthe Arrondissement",Catholic Relief Services, , ,ONG non haïtienne," - 110 - EDUCATION
 - 150 - GOUVERNEMENT ET SOCIETE CIVILE", , , , , , , , , , , , , , , , , , , , , 
 , , ,Ligne de financement (Grant(Flash Appeal)) / New York Pledge (New Fund) / (Source : OSE/Estonie),Operationally closed,,,,,,,Haiti, , , ,Ambassade d'Estonie,50000,50000,Estonie,110 - EDUCATION, , ,50000, , , , , , , , , , , , , , ,50000,50000, , 
 , , ,ligne de financement HRF / New York Pledge (New Fund) / (Source : OSE/Estonie),Operationally closed,,,,,,,Haiti, , , ,Ambassade d'Estonie,50000,50000,Estonie,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié, ,50000, , , , , , , , , , , , , , ,50000,50000, , 
  , , ,"Ligne de Financement (IRD, CARITAS) // (New Fund) // (Source : OSE/Slovenie)",Ongoing,,,,,,,Haiti, , , ,Ambassade de Slovénie,344155.844,344155.844,Slovénie," - 110 - EDUCATION
 - 120 - SANTE", ,344155.844, , , , ,344155.844, , , , , , , , , , ,344155.844,344155.844, , 
  , , ,École Communale de la République de Slovénie / NY Pledge (New Fund) // (Source: OSE/Slovenie),Ongoing,,,,,,,Haiti,Carrefour,Ouest,Port-au-Prince Arrondissement,Ambassade de Slovénie,344155.844,311688.311,Slovénie,110 - EDUCATION, , , , , , ,311688.311, , , , , ,12987.012, , , , ,344155.844,311688.311, ,12987.012
  , , ,Grant (American Institute for Collaboration in Agriculture (IICA) to work with Brazil Development Cooperation (ABC)) / NY Pledge (New Funds) // (Source : OSE/Australie),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Australie,782881.002,782881.002,Australie,140 - EAU ET ASSAINISSEMENT,14020 - Distribution d’eau et assainissement – systèmes à grande échelle, ,26096.033, , , ,756784.968, , , , , , , , , , ,782881.002,782881.002, , 
  , ,,Appui à l’unité de réparation et d’entretien de la flotte de la PNH - START,Operationally closed,28/02/2011,31/03/2012,,,,,Haiti,Port-au-Prince,Ouest,Port-au-Prince Arrondissement,Ambassade du Canada,1008064.516,1008064.516,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général",1008064.516,1008064.516, , , , , , , , , , , , , , ,1008064.516,1008064.516, , 
 , , ,Annulation of Haiti's debt to 'International Fund for Agricultural Development' (IFAD) / NY pledge - NU FIDA/IFAD - Fonds international de développement agricole (New Funds) // (Source: OSE/Belgique),Ongoing,,,,,,,Haiti, , , ,Ambassade de Belgique,779220.779,779220.779,Belgique,998 - NON AFFECTE/ NON SPECIFIE, , ,779220.779, , , , , , , , , , , , , , ,779220.779,779220.779, , 
  , ,,Perfectionnement des Systèmes de Production de Maïs Country Program(CP)through ABC,Ongoing,,,,,30/06/2010,30/06/2008,Haiti, , , ,Ministère des Relations Extérieures,260870,7003,Brésil,311 - AGRICULTURE, , ,7003, , , , , , , , , , , , , , ,260870,7003, , 
 , , ,Education for All (additional financing / NY pledge (New Funds) // (Source : OSE/CDB),Ongoing,,,,,30/06/2013,30/06/2010,Haiti, , , ,Banque caribéenne de développement,10000000,5069000,Autres Institutions Financières Internationales,110 - EDUCATION, , ,14000, , , ,55000, , , ,5000000, ,2258000, , , , ,10000000,5069000, ,2258000
 , , ,Rural Community Driven Development / NY pledge (New Funds) // (Source : OSE/CDB),Ongoing,,,,,30/06/2013,30/06/2012,Haiti, , , ,Banque caribéenne de développement,10000000,69000,Autres Institutions Financières Internationales,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, ,14000, , , ,55000, ,2000000, , , ,8000000, , , , ,10000000,69000, ,10000000
 , , ,Urban Community Driven Development (additional financing / NY pledge (New Funds) // (Source : OSE/CDB),Ongoing,,,,,30/06/2013,30/06/2010,Haiti," - Cap-Haïtien
 - Gonaïves
 - Port-au-Prince
 - Saint-Marc"," - Artibonite
 - Nord
 - Ouest"," - Cap-Haïtien Arrondissement
 - Gonaïves
 - Port-au-Prince Arrondissement
 - Saint-Marc Arrondissement",Banque caribéenne de développement,5000000,69000,Autres Institutions Financières Internationales,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs, ,14000, , , ,55000, ,1000000, , , ,4000000, , , , ,5000000,69000, ,5000000
 , , ,Emergency Respose - Earthquake // (Existing Funds) // (Source : OSE/CDB),Ongoing,,,,,30/06/2012,30/06/2010,Haiti, , , ,Banque caribéenne de développement,970000,69000,Autres Institutions Financières Internationales,323 - POLITIQUE DE LA CONSTRUCTION, , ,14000, , , ,55000, , , , , ,11000, , , , ,970000,69000, ,11000
 , , ,Restoration of ENAF - (Existing Funds) /// (Source : OSE/CDB),Ongoing,,,,,30/06/2012,30/06/2010,Haiti, , , ,Banque caribéenne de développement,817000,69000,Autres Institutions Financières Internationales,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,14000, , , ,55000, , , , , ,173000, , , , ,817000,69000, ,173000
 , , ,Private Sector Forum - Existing Fund /// (Source : OSE/CDB),Ongoing,,,,,,,Haiti, , , ,Banque caribéenne de développement,26000,69000,Autres Institutions Financières Internationales,250 - ENTREPRISES ET AUTRES SERVICES,25020 - Privatisation, ,14000, , , ,55000, , , , , , , , , , ,26000,69000, , 
  , , ,UNESCO / NY Pledge (New Funds) // (Source : OSE/Espagne),Ongoing,,,,,31/12/2012,01/01/2011,Haiti, , , ,Ambassade d'Espagne,974025.974,974025.974,Espagne,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS,16061 - Culture et loisirs,974025.974, , , , ,974025.974, , , , , , , , , , ,974025.974,974025.974, , 
 , , ,Ligne de Financement (Swedish Civil Cont Agency) / NY pledge (New Funds) // (Source : OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,6159856,6159856,Suède,998 - NON AFFECTE/ NON SPECIFIE, , ,6159856, , , , , , , , , , , , , , ,6159856,6159856, , 
 , , ,Ligne de financement (UNOPS) / NY Pledge (New Funds) // Source (OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,1652644,1652644,Suède,998 - NON AFFECTE/ NON SPECIFIE, , ,1652644, , , , , , , , , , , , , , ,1652644,1652644, , 
 , , ,Ligne de financement (ILAC) / NY Pledge (New Funds) // (Source : (OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,1577524,1577524,Suède,998 - NON AFFECTE/ NON SPECIFIE, , ,1577524, , , , , , , , , , , , , , ,1577524,1577524, , 
 , , ,Ligne de Financement (GFDRR) / NY pledge (New Funds) // (Source : OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,751202,751202,Suède,998 - NON AFFECTE/ NON SPECIFIE, , ,751202, , , , , , , , , , , , , , ,751202,751202, , 
 , , ,Multi Donor Trust Fund - HRF / NY pledge (New Funds) // (Source : OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,3756010,3756010,Suède,998 - NON AFFECTE/ NON SPECIFIE, , ,3756010, , , , , , , , , , , , , , ,3756010,3756010, , 
 , , ,Multilateral Debt Relief / NY Pledge (Existing Fund) // (Source : OSE/Suède),Operationally closed,,,,,,,Haiti, , , ,Ambassade de Suède,3305288,3305288,Suède,600 - ACTIONS SE RAPPORTANT À LA DETTE,60010 - Action se rapportant à la dette, ,3305288, , , , , , , , , , , , , , ,3305288,3305288, , 
 , , ,Cooperation Programme with Universities and scolarships / NY Pledge (Existing funds) // (Source : OSE/Espagne),Ongoing,,,,,31/12/2012,01/01/2011,Haiti, , , ,Ambassade d'Espagne,415019.48,253831.168,Espagne,110 - EDUCATION, ,415019.48, , , , ,253831.168, , , , , , , , , , ,415019.48,253831.168, , 
 , , ,Maps Funding - (CONCERN) / NY Pledge (New Funds) // Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,2472793.506,2472793.506,Irlande,998 - NON AFFECTE/ NON SPECIFIE, , ,1239027.272, , , ,1233766.233, ,1558441.558, , , , , , , , ,2472793.506,2472793.506, ,1558441.558
  , , ,Haiti Earthquake response (Water & Sanitation) - Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,697402.597,697402.597,Irlande,700 - AIDE HUMANITAIRE, , ,697402.597, , , , , ,84415.584, , , , , , , , ,697402.597,697402.597, ,84415.584
  , , ,Evaluation (Group URD) / NY New Fund (Source:OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,64935.064,64935.064,Irlande,998 - NON AFFECTE/ NON SPECIFIE, ,64935.064, , , , ,64935.064, , , , , , , , , , ,64935.064,64935.064, , 
  , , ,HRF (Budget support - HRF) / NY Pledge // (Source : OSE/Finlande),Ongoing,,,,,,,Haiti, , , ,Ambassade de Finlande,1818181.818,1818181.818,Finlande,110 - EDUCATION,112 - Éducation de base, ,909090.909, , , ,909090.909, , , , , , , , , , ,1818181.818,1818181.818, , 
 , , ,Sustainable livelihoods in environmentally critical areas and sustainable of previous interventions /// (Source : OSE/Finlande),Ongoing,,,,,31/12/2012,01/01/2009,Haiti, , , ,Ambassade de Finlande,583837.662,583837.662,Finlande,998 - NON AFFECTE/ NON SPECIFIE, , ,237084.415, , , ,346753.246, , , , , , , , , , ,583837.662,583837.662, , 
 , , ,Disaster preparedness in Haiti /// (Source : OSE/Finlande),Ongoing,,,,,,,Haiti, , , ,Ambassade de Finlande,104777.922,104777.922,Finlande,998 - NON AFFECTE/ NON SPECIFIE, , ,83163.636, , , ,21614.285, , , , , , , , , , ,104777.922,104777.922, , 
  , , ,"Support to the Implementation of the Education Plan and Reform in Haiti, 2 projects* / NY Pledge // (Source : OSE/Finlande)",Ongoing,,,,,31/12/2013,01/01/2013,Haiti, , , ,Ambassade de Finlande,0,0,Finlande,110 - EDUCATION, , , , , , , ,6493506.493,3246753.246, , , ,3246753.246, , , , , , ,6493506.493,6493506.493
 , , ,Disaster preparedness in Haiti (new) /// (Source : OSE/Finlande),Ongoing,,,,,,,Haiti, , , ,Ambassade de Finlande,126680.519,126680.519,Finlande,998 - NON AFFECTE/ NON SPECIFIE, , , , , , ,126680.519, , , , , , , , , , ,126680.519,126680.519, , 
 , , ,Institutional Development LWF /// (Source : OSE/Finlande),Ongoing,,,,,,,Haiti, , , ,Ambassade de Finlande,25974.025,25974.025,Finlande,998 - NON AFFECTE/ NON SPECIFIE, ,25974.025,25974.025, , , , , , , , , , , , , , ,25974.025,25974.025, , 
 , , ,Capacity building for advocacy work in Haiti /// (Source : OSE/Finlande),Ongoing,,,,,,,Haiti, , , ,Ambassade de Finlande,25974.025,25974.025,Finlande,998 - NON AFFECTE/ NON SPECIFIE, , ,25974.025, , , , , , , , , , , , , , ,25974.025,25974.025, , 
 , , ,Women's network /// (Source : OSE/Finlande),Ongoing,,,,,31/12/2014,01/01/2009,Haiti, , , ,Ambassade de Finlande,41814.285,41814.285,Finlande,998 - NON AFFECTE/ NON SPECIFIE, , ,41814.285, , , , , , , , , , , , , , ,41814.285,41814.285, , 
 , , ,Community Development /// (Source : OSE/Finlande),Ongoing,,,,,,,Haiti, , , ,Ambassade de Finlande,5748.051,5748.051,Finlande,998 - NON AFFECTE/ NON SPECIFIE, , , , , , ,5748.051, , , , , , , , , , ,5748.051,5748.051, , 
  , , ,Flash Apeal ACNUR / NY Pledge (New Funds)// (Source : OSE/Espagne),Operationally closed,,,,,31/12/2012,01/01/2010,Haiti, , , ,Ambassade d'Espagne,1298701.298,1298701.298,Espagne,120 - SANTE, , , , , , ,1298701.298, , , , , , , , , , ,1298701.298,1298701.298, , 
 , , ,Ligne de financement / Washington pledge (Existing funds) // (Source : OSE/ Espagne),Ongoing,,,,,31/12/2013,01/01/2009,Haiti, , , ,Ambassade d'Espagne,6883116.883,6883116.883,Espagne,500 - AIDE-PROGRAMME ET PRODUITS, , ,6883116.883, , , , , , , , , , , , , , ,6883116.883,6883116.883, , 
 , , ,Ligne de financement (PAM) / NY Pledge (Existing funds) // (Source : OSE/ Espagne),Ongoing,,,,,31/12/2013,01/01/2009,Haiti, , , ,Ambassade d'Espagne,4155844.155,4155844.155,Espagne,500 - AIDE-PROGRAMME ET PRODUITS, , ,4155844.155, , , , , , , , , , , , , , ,4155844.155,4155844.155, , 
  ,P118239 (Association internationale de développement),,BM/P118239 - Emergency Development Policy Operation (budget support - Economic Governance),Operationally closed,,,,05/08/2010,30/09/2011,05/08/2010,Haiti, , , ,Association internationale de développement,30000000,30000000,Banque mondiale,500 - AIDE-PROGRAMME ET PRODUITS,510 - Soutien budgétaire, , , , , , , , , , , , , , , , ,30000000,30000000, , 
  ,P120914 (Association internationale de développement), ,"BM/P120914 - Emergency program for solar power generation and lighting for Haiti, as a consequence of the Earthquake in Port au Prince.",Operationally closed,,,,17/05/2010,,17/05/2010,Haiti, ,Ouest, ,Association internationale de développement,500000,491390,Banque mondiale,230 - ENERGIE (PRODUCTION ET DISTRIBUTION), , ,465830, , , ,25560, , , , , , , , , , ,500000,491390, , 
  ,HA-L1074 (Banque interaméricaine de développement), ,Renforcement institutionnel et réforme du secteur de l'agriculture(BID/HA-L1074),Ongoing,,,,,30/09/2012,03/05/2012,Haiti, , , ,Banque interaméricaine de développement,15000000,15000000,Banque interaméricaine de développement,311 - AGRICULTURE, , , , , ,15000000,15000000, , , , , , , , , , ,15000000,15000000, , 
 ,P117944 (Association internationale de développement), ,HT 3rd Econ. Governance Reform Operation,Operationally closed,,,,,31/12/2010,08/12/2009,Haiti, , , ,Association internationale de développement,12500000,12500000,Banque mondiale,500 - AIDE-PROGRAMME ET PRODUITS,510 - Soutien budgétaire, , , , , , , , , , , , , , , , ,12500000,12500000, , 
  , , ,Haiti Flash Appeal (OCHA) - Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,12/12/2010,12/01/2010,Haiti, , , ,Ambassade d'Irlande,519480.519,519480.519,Irlande,700 - AIDE HUMANITAIRE, , , , , , , , , , , , , , , , , ,519480.519,519480.519, , 
  , , ,ERFS-Cholera response - (GOAL) - Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,22/02/2011,22/11/2010,Haiti, , , ,Ambassade d'Irlande,977832.467,977832.467,Irlande,700 - AIDE HUMANITAIRE, ,977832.467,263546.753, , , ,714285.714, ,649350.649, , , , , , , , ,977832.467,977832.467, ,649350.649
 , , ,Relief for earthquake affected communities - Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,909083.116,909083.116,Irlande,700 - AIDE HUMANITAIRE, , ,324667.532, , , ,584415.584, , , , , , , , , , ,909083.116,909083.116, , 
 , , ,"2011 Appeal (CAP - Sector Agriculture, Farming, fishing) - FAO - "" Grant (CAP) "" / NY Pledge (New Funds) // (Source : OSE/Irlande)",Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,396103.896,396103.896,Irlande,700 - AIDE HUMANITAIRE, , , , , , , , , , , , , , , , , ,396103.896,396103.896, , 
  , , ,Flash Appeal Grant (Food Relief) / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,31/12/2010,12/01/2010,Haiti, , , ,Ambassade d'Irlande,389610.389,389610.389,Irlande,700 - AIDE HUMANITAIRE, , , , , , , , , , , , , , , , , ,389610.389,389610.389, , 
  , , ,Emergency latrine and sanitation provision in IDP camps - (HAVEN) - Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,389610.389,389610.389,Irlande,700 - AIDE HUMANITAIRE, , , , , , ,259740.259, ,324675.324, , , , , , , , ,389610.389,389610.389, ,324675.324
 , , ,Emergency appeal IFRC - Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,324675.324,324675.324,Irlande,700 - AIDE HUMANITAIRE, , , , , , , , , , , , , , , , , ,324675.324,324675.324, , 
 , , ,Cholera response - (Plan International) - Grant / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Irlande,324675.324,324675.324,Irlande,700 - AIDE HUMANITAIRE, , , , , , , , , , , , , , , , , ,324675.324,324675.324, , 
  , , ,Immediate support to urban & peri-urban agriculture for earthquake affected populations - (Flash Appeal Grant) / NY Pledge (New Funds) // (Source : OSE/Irlande),Ongoing,,,,,10/07/2010,12/01/2010,Haiti, , , ,Ambassade d'Irlande,259740.259,259740.259,Irlande,700 - AIDE HUMANITAIRE, , , , , , , , , , , , , , , , , ,259740.259,259740.259, , 
